object_id,natural_week,start_date,quantity
2_2_14_9,4,4/17/2022,177
2_2_14_9,3,4/24/2022,170
2_2_14_9,2,5/1/2022,176
2_2_14_9,1,5/8/2022,155
2_2_1_17,157,5/12/2019,184
2_2_1_17,156,5/19/2019,270
2_2_1_17,155,5/26/2019,275
2_2_1_17,154,6/2/2019,285
2_2_1_17,153,6/9/2019,314
2_2_1_17,152,6/16/2019,465
2_2_1_17,151,6/23/2019,468
2_2_1_17,150,6/30/2019,522
2_2_1_17,149,7/7/2019,451
2_2_1_17,148,7/14/2019,168
2_2_1_17,147,7/21/2019,186
2_2_1_17,146,7/28/2019,227
2_2_1_17,145,8/4/2019,353
2_2_1_17,144,8/11/2019,477
2_2_1_17,143,8/18/2019,989
2_2_1_17,142,8/25/2019,560
2_2_1_17,141,9/1/2019,216
2_2_1_17,140,9/8/2019,160
2_2_1_17,139,9/15/2019,132
2_2_1_17,138,9/22/2019,168
2_2_1_17,137,9/29/2019,168
2_2_1_17,136,10/6/2019,142
2_2_1_17,135,10/13/2019,180
2_2_1_17,134,10/20/2019,184
2_2_1_17,133,10/27/2019,146
2_2_1_17,132,11/3/2019,233
2_2_1_17,131,11/10/2019,287
2_2_1_17,130,11/17/2019,276
2_2_1_17,129,11/24/2019,314
2_2_1_17,128,12/1/2019,374
2_2_1_17,127,12/8/2019,354
2_2_1_17,126,12/15/2019,291
2_2_1_17,125,12/22/2019,273
2_2_1_17,124,12/29/2019,283
2_2_1_17,123,1/5/2020,388
2_2_1_17,122,1/12/2020,205
2_2_1_17,121,1/19/2020,171
2_2_1_17,120,1/26/2020,173
2_2_1_17,119,2/2/2020,155
2_2_1_17,118,2/9/2020,205
2_2_1_17,117,2/16/2020,212
2_2_1_17,116,2/23/2020,217
2_2_1_17,115,3/1/2020,243
2_2_1_17,114,3/8/2020,250
2_2_1_17,113,3/15/2020,119
2_2_1_17,112,3/22/2020,30
2_2_1_17,111,3/29/2020,14
2_2_1_17,108,4/19/2020,1
2_2_1_17,107,4/26/2020,2
2_2_1_17,106,5/3/2020,3
2_2_1_17,105,5/10/2020,2
2_2_1_17,104,5/17/2020,4
2_2_1_17,103,5/24/2020,6
2_2_1_17,102,5/31/2020,23
2_2_1_17,101,6/7/2020,28
2_2_1_17,100,6/14/2020,60
2_2_1_17,99,6/21/2020,75
2_2_1_17,98,6/28/2020,95
2_2_1_17,97,7/5/2020,106
2_2_1_17,96,7/12/2020,152
2_2_1_17,95,7/19/2020,145
2_2_1_17,94,7/26/2020,149
2_2_1_17,93,8/2/2020,129
2_2_1_17,92,8/9/2020,143
2_2_1_17,91,8/16/2020,135
2_2_1_17,90,8/23/2020,93
2_2_1_17,89,8/30/2020,121
2_2_1_17,88,9/6/2020,80
2_2_1_17,87,9/13/2020,83
2_2_1_17,86,9/20/2020,59
2_2_1_17,85,9/27/2020,69
2_2_1_17,84,10/4/2020,83
2_2_1_17,83,10/11/2020,81
2_2_1_17,82,10/18/2020,79
2_2_1_17,81,10/25/2020,52
2_2_1_17,80,11/1/2020,50
2_2_1_17,79,11/8/2020,72
2_2_1_17,78,11/15/2020,73
2_2_1_17,77,11/22/2020,82
2_2_1_17,76,11/29/2020,92
2_2_1_17,75,12/6/2020,91
2_2_1_17,74,12/13/2020,99
2_2_1_17,73,12/20/2020,89
2_2_1_17,72,12/27/2020,44
2_2_1_17,71,1/3/2021,57
2_2_1_17,70,1/10/2021,41
2_2_1_17,69,1/17/2021,20
2_2_1_17,68,1/24/2021,25
2_2_1_17,67,1/31/2021,20
2_2_1_17,66,2/7/2021,18
2_2_1_17,65,2/14/2021,20
2_2_1_17,64,2/21/2021,19
2_2_1_17,63,2/28/2021,19
2_2_1_17,62,3/7/2021,28
2_2_1_17,61,3/14/2021,25
2_2_1_17,60,3/21/2021,33
2_2_1_17,59,3/28/2021,23
2_2_1_17,58,4/4/2021,36
2_2_1_17,57,4/11/2021,40
2_2_1_17,56,4/18/2021,57
2_2_1_17,55,4/25/2021,49
2_2_1_17,54,5/2/2021,67
2_2_1_17,53,5/9/2021,73
2_2_1_17,52,5/16/2021,67
2_2_1_17,51,5/23/2021,86
2_2_1_17,50,5/30/2021,120
2_2_1_17,49,6/6/2021,111
2_2_1_17,48,6/13/2021,120
2_2_1_17,47,6/20/2021,155
2_2_1_17,46,6/27/2021,122
2_2_1_17,45,7/4/2021,121
2_2_1_17,44,7/11/2021,79
2_2_1_17,43,7/18/2021,46
2_2_1_17,42,7/25/2021,67
2_2_1_17,41,8/1/2021,73
2_2_1_17,40,8/8/2021,81
2_2_1_17,39,8/15/2021,83
2_2_1_17,38,8/22/2021,165
2_2_1_17,37,8/29/2021,140
2_2_1_17,36,9/5/2021,86
2_2_1_17,35,9/12/2021,79
2_2_1_17,34,9/19/2021,65
2_2_1_17,33,9/26/2021,65
2_2_1_17,32,10/3/2021,73
2_2_1_17,31,10/10/2021,65
2_2_1_17,30,10/17/2021,67
2_2_1_17,29,10/24/2021,62
2_2_1_17,28,10/31/2021,67
2_2_1_17,27,11/7/2021,92
2_2_1_17,26,11/14/2021,101
2_2_1_17,25,11/21/2021,109
2_2_1_17,24,11/28/2021,124
2_2_1_17,23,12/5/2021,140
2_2_1_17,22,12/12/2021,152
2_2_1_17,21,12/19/2021,133
2_2_1_17,20,12/26/2021,82
2_2_1_17,19,1/2/2022,101
2_2_1_17,18,1/9/2022,64
2_2_1_17,17,1/16/2022,64
2_2_1_17,16,1/23/2022,67
2_2_1_17,15,1/30/2022,44
2_2_1_17,14,2/6/2022,80
2_2_1_17,13,2/13/2022,93
2_2_1_17,12,2/20/2022,87
2_2_1_17,11,2/27/2022,109
2_2_1_17,10,3/6/2022,155
2_2_1_17,9,3/13/2022,158
2_2_1_17,8,3/20/2022,193
2_2_1_17,7,3/27/2022,198
2_2_1_17,6,4/3/2022,151
2_2_1_17,5,4/10/2022,90
2_2_1_17,4,4/17/2022,163
2_2_1_17,3,4/24/2022,170
2_2_1_17,2,5/1/2022,140
2_2_1_17,1,5/8/2022,111
2_2_1_18,157,5/12/2019,155
2_2_1_18,156,5/19/2019,236
2_2_1_18,155,5/26/2019,216
2_2_1_18,154,6/2/2019,205
2_2_1_18,153,6/9/2019,273
2_2_1_18,152,6/16/2019,296
2_2_1_18,151,6/23/2019,366
2_2_1_18,150,6/30/2019,414
2_2_1_18,149,7/7/2019,350
2_2_1_18,148,7/14/2019,178
2_2_1_18,147,7/21/2019,216
2_2_1_18,146,7/28/2019,284
2_2_1_18,145,8/4/2019,304
2_2_1_18,144,8/11/2019,340
2_2_1_18,143,8/18/2019,525
2_2_1_18,142,8/25/2019,406
2_2_1_18,141,9/1/2019,244
2_2_1_18,140,9/8/2019,207
2_2_1_18,139,9/15/2019,151
2_2_1_18,138,9/22/2019,183
2_2_1_18,137,9/29/2019,186
2_2_1_18,136,10/6/2019,173
2_2_1_18,135,10/13/2019,197
2_2_1_18,134,10/20/2019,221
2_2_1_18,133,10/27/2019,204
2_2_1_18,132,11/3/2019,221
2_2_1_18,131,11/10/2019,286
2_2_1_18,130,11/17/2019,289
2_2_1_18,129,11/24/2019,325
2_2_1_18,128,12/1/2019,409
2_2_1_18,127,12/8/2019,530
2_2_1_18,126,12/15/2019,379
2_2_1_18,125,12/22/2019,400
2_2_1_18,124,12/29/2019,251
2_2_1_18,123,1/5/2020,259
2_2_1_18,122,1/12/2020,191
2_2_1_18,121,1/19/2020,200
2_2_1_18,120,1/26/2020,213
2_2_1_18,119,2/2/2020,179
2_2_1_18,118,2/9/2020,192
2_2_1_18,117,2/16/2020,179
2_2_1_18,116,2/23/2020,193
2_2_1_18,115,3/1/2020,207
2_2_1_18,114,3/8/2020,204
2_2_1_18,113,3/15/2020,105
2_2_1_18,112,3/22/2020,31
2_2_1_18,111,3/29/2020,17
2_2_1_18,106,5/3/2020,3
2_2_1_18,105,5/10/2020,2
2_2_1_18,104,5/17/2020,9
2_2_1_18,103,5/24/2020,3
2_2_1_18,102,5/31/2020,33
2_2_1_18,101,6/7/2020,36
2_2_1_18,100,6/14/2020,102
2_2_1_18,99,6/21/2020,118
2_2_1_18,98,6/28/2020,120
2_2_1_18,97,7/5/2020,125
2_2_1_18,96,7/12/2020,114
2_2_1_18,95,7/19/2020,132
2_2_1_18,94,7/26/2020,116
2_2_1_18,93,8/2/2020,91
2_2_1_18,92,8/9/2020,100
2_2_1_18,91,8/16/2020,95
2_2_1_18,90,8/23/2020,72
2_2_1_18,89,8/30/2020,95
2_2_1_18,88,9/6/2020,82
2_2_1_18,87,9/13/2020,62
2_2_1_18,86,9/20/2020,57
2_2_1_18,85,9/27/2020,61
2_2_1_18,84,10/4/2020,62
2_2_1_18,83,10/11/2020,57
2_2_1_18,82,10/18/2020,65
2_2_1_18,81,10/25/2020,64
2_2_1_18,80,11/1/2020,59
2_2_1_18,79,11/8/2020,71
2_2_1_18,78,11/15/2020,77
2_2_1_18,77,11/22/2020,64
2_2_1_18,76,11/29/2020,76
2_2_1_18,75,12/6/2020,89
2_2_1_18,74,12/13/2020,122
2_2_1_18,73,12/20/2020,83
2_2_1_18,72,12/27/2020,62
2_2_1_18,71,1/3/2021,55
2_2_1_18,70,1/10/2021,28
2_2_1_18,69,1/17/2021,20
2_2_1_18,68,1/24/2021,34
2_2_1_18,67,1/31/2021,36
2_2_1_18,66,2/7/2021,26
2_2_1_18,65,2/14/2021,28
2_2_1_18,64,2/21/2021,23
2_2_1_18,63,2/28/2021,28
2_2_1_18,62,3/7/2021,32
2_2_1_18,61,3/14/2021,28
2_2_1_18,60,3/21/2021,37
2_2_1_18,59,3/28/2021,19
2_2_1_18,58,4/4/2021,30
2_2_1_18,57,4/11/2021,34
2_2_1_18,56,4/18/2021,41
2_2_1_18,55,4/25/2021,52
2_2_1_18,54,5/2/2021,43
2_2_1_18,53,5/9/2021,35
2_2_1_18,52,5/16/2021,53
2_2_1_18,51,5/23/2021,53
2_2_1_18,50,5/30/2021,60
2_2_1_18,49,6/6/2021,60
2_2_1_18,48,6/13/2021,86
2_2_1_18,47,6/20/2021,82
2_2_1_18,46,6/27/2021,64
2_2_1_18,45,7/4/2021,63
2_2_1_18,44,7/11/2021,66
2_2_1_18,43,7/18/2021,63
2_2_1_18,42,7/25/2021,50
2_2_1_18,41,8/1/2021,52
2_2_1_18,40,8/8/2021,70
2_2_1_18,39,8/15/2021,51
2_2_1_18,38,8/22/2021,107
2_2_1_18,37,8/29/2021,120
2_2_1_18,36,9/5/2021,97
2_2_1_18,35,9/12/2021,92
2_2_1_18,34,9/19/2021,76
2_2_1_18,33,9/26/2021,62
2_2_1_18,32,10/3/2021,81
2_2_1_18,31,10/10/2021,95
2_2_1_18,30,10/17/2021,78
2_2_1_18,29,10/24/2021,88
2_2_1_18,28,10/31/2021,105
2_2_1_18,27,11/7/2021,103
2_2_1_18,26,11/14/2021,114
2_2_1_18,25,11/21/2021,106
2_2_1_18,24,11/28/2021,181
2_2_1_18,23,12/5/2021,184
2_2_1_18,22,12/12/2021,215
2_2_1_18,21,12/19/2021,208
2_2_1_18,20,12/26/2021,130
2_2_1_18,19,1/2/2022,136
2_2_1_18,18,1/9/2022,98
2_2_1_18,17,1/16/2022,71
2_2_1_18,16,1/23/2022,91
2_2_1_18,15,1/30/2022,107
2_2_1_18,14,2/6/2022,112
2_2_1_18,13,2/13/2022,125
2_2_1_18,12,2/20/2022,112
2_2_1_18,11,2/27/2022,148
2_2_1_18,10,3/6/2022,142
2_2_1_18,9,3/13/2022,154
2_2_1_18,8,3/20/2022,172
2_2_1_18,7,3/27/2022,152
2_2_1_18,6,4/3/2022,126
2_2_1_18,5,4/10/2022,84
2_2_1_18,4,4/17/2022,140
2_2_1_18,3,4/24/2022,165
2_2_1_18,2,5/1/2022,171
2_2_1_18,1,5/8/2022,122
2_2_1_9,157,5/12/2019,376
2_2_1_9,156,5/19/2019,513
2_2_1_9,155,5/26/2019,380
2_2_1_9,154,6/2/2019,407
2_2_1_9,153,6/9/2019,619
2_2_1_9,152,6/16/2019,622
2_2_1_9,151,6/23/2019,624
2_2_1_9,150,6/30/2019,739
2_2_1_9,149,7/7/2019,546
2_2_1_9,148,7/14/2019,425
2_2_1_9,147,7/21/2019,387
2_2_1_9,146,7/28/2019,511
2_2_1_9,145,8/4/2019,583
2_2_1_9,144,8/11/2019,545
2_2_1_9,143,8/18/2019,646
2_2_1_9,142,8/25/2019,543
2_2_1_9,141,9/1/2019,392
2_2_1_9,140,9/8/2019,334
2_2_1_9,139,9/15/2019,307
2_2_1_9,138,9/22/2019,341
2_2_1_9,137,9/29/2019,332
2_2_1_9,136,10/6/2019,365
2_2_1_9,135,10/13/2019,373
2_2_1_9,134,10/20/2019,376
2_2_1_9,133,10/27/2019,331
2_2_1_9,132,11/3/2019,346
2_2_1_9,131,11/10/2019,446
2_2_1_9,130,11/17/2019,474
2_2_1_9,129,11/24/2019,476
2_2_1_9,128,12/1/2019,694
2_2_1_9,127,12/8/2019,909
2_2_1_9,126,12/15/2019,855
2_2_1_9,125,12/22/2019,854
2_2_1_9,124,12/29/2019,525
2_2_1_9,123,1/5/2020,427
2_2_1_9,122,1/12/2020,334
2_2_1_9,121,1/19/2020,345
2_2_1_9,120,1/26/2020,343
2_2_1_9,119,2/2/2020,340
2_2_1_9,118,2/9/2020,359
2_2_1_9,117,2/16/2020,353
2_2_1_9,116,2/23/2020,294
2_2_1_9,115,3/1/2020,337
2_2_1_9,114,3/8/2020,362
2_2_1_9,113,3/15/2020,246
2_2_1_9,112,3/22/2020,90
2_2_1_9,111,3/29/2020,34
2_2_1_9,108,4/19/2020,1
2_2_1_9,107,4/26/2020,4
2_2_1_9,106,5/3/2020,11
2_2_1_9,105,5/10/2020,3
2_2_1_9,104,5/17/2020,9
2_2_1_9,103,5/24/2020,11
2_2_1_9,102,5/31/2020,62
2_2_1_9,101,6/7/2020,92
2_2_1_9,100,6/14/2020,319
2_2_1_9,99,6/21/2020,336
2_2_1_9,98,6/28/2020,309
2_2_1_9,97,7/5/2020,262
2_2_1_9,96,7/12/2020,251
2_2_1_9,95,7/19/2020,296
2_2_1_9,94,7/26/2020,252
2_2_1_9,93,8/2/2020,247
2_2_1_9,92,8/9/2020,269
2_2_1_9,91,8/16/2020,199
2_2_1_9,90,8/23/2020,202
2_2_1_9,89,8/30/2020,233
2_2_1_9,88,9/6/2020,196
2_2_1_9,87,9/13/2020,193
2_2_1_9,86,9/20/2020,190
2_2_1_9,85,9/27/2020,225
2_2_1_9,84,10/4/2020,212
2_2_1_9,83,10/11/2020,228
2_2_1_9,82,10/18/2020,192
2_2_1_9,81,10/25/2020,217
2_2_1_9,80,11/1/2020,240
2_2_1_9,79,11/8/2020,238
2_2_1_9,78,11/15/2020,268
2_2_1_9,77,11/22/2020,212
2_2_1_9,76,11/29/2020,282
2_2_1_9,75,12/6/2020,333
2_2_1_9,74,12/13/2020,479
2_2_1_9,73,12/20/2020,436
2_2_1_9,72,12/27/2020,293
2_2_1_9,71,1/3/2021,202
2_2_1_9,70,1/10/2021,159
2_2_1_9,69,1/17/2021,122
2_2_1_9,68,1/24/2021,172
2_2_1_9,67,1/31/2021,221
2_2_1_9,66,2/7/2021,198
2_2_1_9,65,2/14/2021,181
2_2_1_9,64,2/21/2021,195
2_2_1_9,63,2/28/2021,224
2_2_1_9,62,3/7/2021,200
2_2_1_9,61,3/14/2021,198
2_2_1_9,60,3/21/2021,246
2_2_1_9,59,3/28/2021,198
2_2_1_9,58,4/4/2021,224
2_2_1_9,57,4/11/2021,243
2_2_1_9,56,4/18/2021,221
2_2_1_9,55,4/25/2021,259
2_2_1_9,54,5/2/2021,241
2_2_1_9,53,5/9/2021,260
2_2_1_9,52,5/16/2021,269
2_2_1_9,51,5/23/2021,268
2_2_1_9,50,5/30/2021,279
2_2_1_9,49,6/6/2021,276
2_2_1_9,48,6/13/2021,419
2_2_1_9,47,6/20/2021,339
2_2_1_9,46,6/27/2021,238
2_2_1_9,45,7/4/2021,266
2_2_1_9,44,7/11/2021,245
2_2_1_9,43,7/18/2021,195
2_2_1_9,42,7/25/2021,187
2_2_1_9,41,8/1/2021,172
2_2_1_9,40,8/8/2021,191
2_2_1_9,39,8/15/2021,222
2_2_1_9,38,8/22/2021,262
2_2_1_9,37,8/29/2021,286
2_2_1_9,36,9/5/2021,246
2_2_1_9,35,9/12/2021,223
2_2_1_9,34,9/19/2021,202
2_2_1_9,33,9/26/2021,226
2_2_1_9,32,10/3/2021,231
2_2_1_9,31,10/10/2021,217
2_2_1_9,30,10/17/2021,229
2_2_1_9,29,10/24/2021,232
2_2_1_9,28,10/31/2021,241
2_2_1_9,27,11/7/2021,267
2_2_1_9,26,11/14/2021,295
2_2_1_9,25,11/21/2021,245
2_2_1_9,24,11/28/2021,325
2_2_1_9,23,12/5/2021,409
2_2_1_9,22,12/12/2021,495
2_2_1_9,21,12/19/2021,521
2_2_1_9,20,12/26/2021,379
2_2_1_9,19,1/2/2022,323
2_2_1_9,18,1/9/2022,196
2_2_1_9,17,1/16/2022,194
2_2_1_9,16,1/23/2022,195
2_2_1_9,15,1/30/2022,237
2_2_1_9,14,2/6/2022,261
2_2_1_9,13,2/13/2022,248
2_2_1_9,12,2/20/2022,235
2_2_1_9,11,2/27/2022,233
2_2_1_9,10,3/6/2022,289
2_2_1_9,9,3/13/2022,279
2_2_1_9,8,3/20/2022,334
2_2_1_9,7,3/27/2022,289
2_2_1_9,6,4/3/2022,229
2_2_1_9,5,4/10/2022,225
2_2_1_9,4,4/17/2022,299
2_2_1_9,3,4/24/2022,254
2_2_1_9,2,5/1/2022,252
2_2_1_9,1,5/8/2022,187
2_5_6_18,157,5/12/2019,67
2_5_6_18,156,5/19/2019,99
2_5_6_18,155,5/26/2019,87
2_5_6_18,154,6/2/2019,80
2_5_6_18,153,6/9/2019,96
2_5_6_18,152,6/16/2019,104
2_5_6_18,151,6/23/2019,68
2_5_6_18,150,6/30/2019,79
2_5_6_18,149,7/7/2019,54
2_5_6_18,148,7/14/2019,94
2_5_6_18,147,7/21/2019,117
2_5_6_18,146,7/28/2019,104
2_5_6_18,145,8/4/2019,88
2_5_6_18,144,8/11/2019,90
2_5_6_18,143,8/18/2019,74
2_5_6_18,142,8/25/2019,76
2_5_6_18,141,9/1/2019,91
2_5_6_18,140,9/8/2019,80
2_5_6_18,139,9/15/2019,63
2_5_6_18,138,9/22/2019,89
2_5_6_18,137,9/29/2019,71
2_5_6_18,136,10/6/2019,64
2_5_6_18,135,10/13/2019,69
2_5_6_18,134,10/20/2019,60
2_5_6_18,133,10/27/2019,57
2_5_6_18,132,11/3/2019,72
2_5_6_18,131,11/10/2019,94
2_5_6_18,130,11/17/2019,95
2_5_6_18,129,11/24/2019,76
2_5_6_18,128,12/1/2019,74
2_5_6_18,127,12/8/2019,93
2_5_6_18,126,12/15/2019,128
2_5_6_18,125,12/22/2019,112
2_5_6_18,124,12/29/2019,79
2_5_6_18,123,1/5/2020,44
2_5_6_18,122,1/12/2020,27
2_5_6_18,121,1/19/2020,19
2_5_6_18,120,1/26/2020,30
2_5_6_18,119,2/2/2020,29
2_5_6_18,118,2/9/2020,57
2_5_6_18,117,2/16/2020,83
2_5_6_18,116,2/23/2020,79
2_5_6_18,115,3/1/2020,60
2_5_6_18,114,3/8/2020,72
2_5_6_18,113,3/15/2020,90
2_5_6_18,112,3/22/2020,52
2_5_6_18,111,3/29/2020,25
2_5_6_18,107,4/26/2020,3
2_5_6_18,106,5/3/2020,1
2_5_6_18,105,5/10/2020,1
2_5_6_18,104,5/17/2020,5
2_5_6_18,103,5/24/2020,4
2_5_6_18,102,5/31/2020,36
2_5_6_18,101,6/7/2020,37
2_5_6_18,100,6/14/2020,150
2_5_6_18,99,6/21/2020,141
2_5_6_18,98,6/28/2020,129
2_5_6_18,97,7/5/2020,94
2_5_6_18,96,7/12/2020,89
2_5_6_18,95,7/19/2020,88
2_5_6_18,94,7/26/2020,82
2_5_6_18,93,8/2/2020,86
2_5_6_18,92,8/9/2020,118
2_5_6_18,91,8/16/2020,100
2_5_6_18,90,8/23/2020,98
2_5_6_18,89,8/30/2020,81
2_5_6_18,88,9/6/2020,81
2_5_6_18,87,9/13/2020,82
2_5_6_18,86,9/20/2020,74
2_5_6_18,85,9/27/2020,81
2_5_6_18,84,10/4/2020,68
2_5_6_18,83,10/11/2020,69
2_5_6_18,82,10/18/2020,79
2_5_6_18,81,10/25/2020,69
2_5_6_18,80,11/1/2020,100
2_5_6_18,79,11/8/2020,87
2_5_6_18,78,11/15/2020,82
2_5_6_18,77,11/22/2020,70
2_5_6_18,76,11/29/2020,94
2_5_6_18,75,12/6/2020,91
2_5_6_18,74,12/13/2020,119
2_5_6_18,73,12/20/2020,74
2_5_6_18,72,12/27/2020,71
2_5_6_18,71,1/3/2021,82
2_5_6_18,70,1/10/2021,50
2_5_6_18,69,1/17/2021,31
2_5_6_18,68,1/24/2021,47
2_5_6_18,67,1/31/2021,37
2_5_6_18,66,2/7/2021,42
2_5_6_18,65,2/14/2021,43
2_5_6_18,64,2/21/2021,68
2_5_6_18,63,2/28/2021,83
2_5_6_18,62,3/7/2021,113
2_5_6_18,61,3/14/2021,108
2_5_6_18,60,3/21/2021,103
2_5_6_18,59,3/28/2021,111
2_5_6_18,58,4/4/2021,107
2_5_6_18,57,4/11/2021,132
2_5_6_18,56,4/18/2021,165
2_5_6_18,55,4/25/2021,146
2_5_6_18,54,5/2/2021,144
2_5_6_18,53,5/9/2021,149
2_5_6_18,52,5/16/2021,152
2_5_6_18,51,5/23/2021,128
2_5_6_18,50,5/30/2021,104
2_5_6_18,49,6/6/2021,138
2_5_6_18,48,6/13/2021,180
2_5_6_18,47,6/20/2021,165
2_5_6_18,46,6/27/2021,136
2_5_6_18,45,7/4/2021,145
2_5_6_18,44,7/11/2021,145
2_5_6_18,43,7/18/2021,146
2_5_6_18,42,7/25/2021,132
2_5_6_18,41,8/1/2021,131
2_5_6_18,40,8/8/2021,128
2_5_6_18,39,8/15/2021,89
2_5_6_18,38,8/22/2021,102
2_5_6_18,37,8/29/2021,95
2_5_6_18,36,9/5/2021,111
2_5_6_18,35,9/12/2021,89
2_5_6_18,34,9/19/2021,118
2_5_6_18,33,9/26/2021,85
2_5_6_18,32,10/3/2021,116
2_5_6_18,31,10/10/2021,94
2_5_6_18,30,10/17/2021,117
2_5_6_18,29,10/24/2021,113
2_5_6_18,28,10/31/2021,119
2_5_6_18,27,11/7/2021,120
2_5_6_18,26,11/14/2021,131
2_5_6_18,25,11/21/2021,104
2_5_6_18,24,11/28/2021,121
2_5_6_18,23,12/5/2021,132
2_5_6_18,22,12/12/2021,171
2_5_6_18,21,12/19/2021,149
2_5_6_18,20,12/26/2021,143
2_5_6_18,19,1/2/2022,150
2_5_6_18,18,1/9/2022,70
2_5_6_18,17,1/16/2022,50
2_5_6_18,16,1/23/2022,68
2_5_6_18,15,1/30/2022,83
2_5_6_18,14,2/6/2022,92
2_5_6_18,13,2/13/2022,110
2_5_6_18,12,2/20/2022,121
2_5_6_18,11,2/27/2022,114
2_5_6_18,10,3/6/2022,108
2_5_6_18,9,3/13/2022,107
2_5_6_18,8,3/20/2022,111
2_5_6_18,7,3/27/2022,104
2_5_6_18,6,4/3/2022,135
2_5_6_18,5,4/10/2022,190
2_5_6_18,4,4/17/2022,187
2_5_6_18,3,4/24/2022,149
2_5_6_18,2,5/1/2022,163
2_5_6_18,1,5/8/2022,139
2_6_1_17,157,5/12/2019,219
2_6_1_17,156,5/19/2019,358
2_6_1_17,155,5/26/2019,290
2_6_1_17,154,6/2/2019,259
2_6_1_17,153,6/9/2019,282
2_6_1_17,152,6/16/2019,288
2_6_1_17,151,6/23/2019,301
2_6_1_17,150,6/30/2019,351
2_6_1_17,149,7/7/2019,256
2_6_1_17,148,7/14/2019,259
2_6_1_17,147,7/21/2019,285
2_6_1_17,146,7/28/2019,343
2_6_1_17,145,8/4/2019,436
2_6_1_17,144,8/11/2019,544
2_6_1_17,143,8/18/2019,770
2_6_1_17,142,8/25/2019,500
2_6_1_17,141,9/1/2019,303
2_6_1_17,140,9/8/2019,227
2_6_1_17,139,9/15/2019,192
2_6_1_17,138,9/22/2019,224
2_6_1_17,137,9/29/2019,232
2_6_1_17,136,10/6/2019,207
2_6_1_17,135,10/13/2019,225
2_6_1_17,134,10/20/2019,234
2_6_1_17,133,10/27/2019,218
2_6_1_17,132,11/3/2019,255
2_6_1_17,131,11/10/2019,334
2_6_1_17,130,11/17/2019,333
2_6_1_17,129,11/24/2019,262
2_6_1_17,128,12/1/2019,333
2_6_1_17,127,12/8/2019,443
2_6_1_17,126,12/15/2019,484
2_6_1_17,125,12/22/2019,542
2_6_1_17,124,12/29/2019,394
2_6_1_17,123,1/5/2020,460
2_6_1_17,122,1/12/2020,231
2_6_1_17,121,1/19/2020,188
2_6_1_17,120,1/26/2020,214
2_6_1_17,119,2/2/2020,206
2_6_1_17,118,2/9/2020,233
2_6_1_17,117,2/16/2020,217
2_6_1_17,116,2/23/2020,228
2_6_1_17,115,3/1/2020,276
2_6_1_17,114,3/8/2020,299
2_6_1_17,113,3/15/2020,205
2_6_1_17,112,3/22/2020,95
2_6_1_17,111,3/29/2020,44
2_6_1_17,107,4/26/2020,14
2_6_1_17,106,5/3/2020,18
2_6_1_17,105,5/10/2020,20
2_6_1_17,104,5/17/2020,28
2_6_1_17,103,5/24/2020,19
2_6_1_17,102,5/31/2020,108
2_6_1_17,101,6/7/2020,125
2_6_1_17,100,6/14/2020,252
2_6_1_17,99,6/21/2020,311
2_6_1_17,98,6/28/2020,294
2_6_1_17,97,7/5/2020,268
2_6_1_17,96,7/12/2020,295
2_6_1_17,95,7/19/2020,271
2_6_1_17,94,7/26/2020,240
2_6_1_17,93,8/2/2020,189
2_6_1_17,92,8/9/2020,254
2_6_1_17,91,8/16/2020,147
2_6_1_17,90,8/23/2020,196
2_6_1_17,89,8/30/2020,198
2_6_1_17,88,9/6/2020,183
2_6_1_17,87,9/13/2020,148
2_6_1_17,86,9/20/2020,197
2_6_1_17,85,9/27/2020,201
2_6_1_17,84,10/4/2020,182
2_6_1_17,83,10/11/2020,209
2_6_1_17,82,10/18/2020,228
2_6_1_17,81,10/25/2020,193
2_6_1_17,80,11/1/2020,166
2_6_1_17,79,11/8/2020,209
2_6_1_17,78,11/15/2020,206
2_6_1_17,77,11/22/2020,147
2_6_1_17,76,11/29/2020,214
2_6_1_17,75,12/6/2020,230
2_6_1_17,74,12/13/2020,326
2_6_1_17,73,12/20/2020,311
2_6_1_17,72,12/27/2020,167
2_6_1_17,71,1/3/2021,184
2_6_1_17,70,1/10/2021,90
2_6_1_17,69,1/17/2021,62
2_6_1_17,68,1/24/2021,98
2_6_1_17,67,1/31/2021,102
2_6_1_17,66,2/7/2021,139
2_6_1_17,65,2/14/2021,122
2_6_1_17,64,2/21/2021,176
2_6_1_17,63,2/28/2021,179
2_6_1_17,62,3/7/2021,167
2_6_1_17,61,3/14/2021,158
2_6_1_17,60,3/21/2021,133
2_6_1_17,59,3/28/2021,157
2_6_1_17,58,4/4/2021,163
2_6_1_17,57,4/11/2021,167
2_6_1_17,56,4/18/2021,145
2_6_1_17,55,4/25/2021,154
2_6_1_17,54,5/2/2021,161
2_6_1_17,53,5/9/2021,161
2_6_1_17,52,5/16/2021,191
2_6_1_17,51,5/23/2021,176
2_6_1_17,50,5/30/2021,176
2_6_1_17,49,6/6/2021,165
2_6_1_17,48,6/13/2021,164
2_6_1_17,47,6/20/2021,151
2_6_1_17,46,6/27/2021,173
2_6_1_17,45,7/4/2021,198
2_6_1_17,44,7/11/2021,213
2_6_1_17,43,7/18/2021,157
2_6_1_17,42,7/25/2021,157
2_6_1_17,41,8/1/2021,145
