object_id,natural_week,start_date,quantity
1_5_6_8,113,3/15/2020,138
1_5_6_8,112,3/22/2020,94
1_5_6_8,111,3/29/2020,56
1_5_6_8,106,5/3/2020,2
1_5_6_8,105,5/10/2020,2
1_5_6_8,104,5/17/2020,1
1_5_6_8,103,5/24/2020,5
1_5_6_8,102,5/31/2020,73
1_5_6_8,101,6/7/2020,100
1_5_6_8,100,6/14/2020,198
1_5_6_8,99,6/21/2020,260
1_5_6_8,98,6/28/2020,268
1_5_6_8,97,7/5/2020,236
1_5_6_8,96,7/12/2020,217
1_5_6_8,95,7/19/2020,195
1_5_6_8,94,7/26/2020,132
1_5_6_8,93,8/2/2020,157
1_5_6_8,92,8/9/2020,177
1_5_6_8,91,8/16/2020,155
1_5_6_8,90,8/23/2020,103
1_5_6_8,89,8/30/2020,117
1_5_6_8,88,9/6/2020,121
1_5_6_8,87,9/13/2020,105
1_5_6_8,86,9/20/2020,144
1_5_6_8,85,9/27/2020,146
1_5_6_8,84,10/4/2020,130
1_5_6_8,83,10/11/2020,145
1_5_6_8,82,10/18/2020,113
1_5_6_8,81,10/25/2020,109
1_5_6_8,80,11/1/2020,125
1_5_6_8,79,11/8/2020,123
1_5_6_8,78,11/15/2020,92
1_5_6_8,77,11/22/2020,74
1_5_6_8,76,11/29/2020,78
1_5_6_8,75,12/6/2020,70
1_5_6_8,74,12/13/2020,94
1_5_6_8,73,12/20/2020,111
1_5_6_8,72,12/27/2020,95
1_5_6_8,71,1/3/2021,97
1_5_6_8,70,1/10/2021,64
1_5_6_8,69,1/17/2021,50
1_5_6_8,68,1/24/2021,84
1_5_6_8,67,1/31/2021,60
1_5_6_8,66,2/7/2021,69
1_5_6_8,65,2/14/2021,93
1_5_6_8,64,2/21/2021,114
1_5_6_8,63,2/28/2021,91
1_5_6_8,62,3/7/2021,119
1_5_6_8,61,3/14/2021,126
1_5_6_8,60,3/21/2021,144
1_5_6_8,59,3/28/2021,156
1_5_6_8,58,4/4/2021,162
1_5_6_8,57,4/11/2021,172
1_5_6_8,56,4/18/2021,174
1_5_6_8,55,4/25/2021,150
1_5_6_8,54,5/2/2021,158
1_5_6_8,53,5/9/2021,170
1_5_6_8,52,5/16/2021,169
1_5_6_8,51,5/23/2021,141
1_5_6_8,50,5/30/2021,159
1_5_6_8,49,6/6/2021,139
1_5_6_8,48,6/13/2021,148
1_5_6_8,47,6/20/2021,145
1_5_6_8,46,6/27/2021,143
1_5_6_8,45,7/4/2021,128
1_5_6_8,44,7/11/2021,120
1_5_6_8,43,7/18/2021,157
1_5_6_8,42,7/25/2021,133
1_5_6_8,41,8/1/2021,133
1_5_6_8,40,8/8/2021,91
1_5_6_8,39,8/15/2021,98
1_5_6_8,38,8/22/2021,89
1_5_6_8,37,8/29/2021,79
1_5_6_8,36,9/5/2021,106
1_5_6_8,35,9/12/2021,87
1_5_6_8,34,9/19/2021,88
1_5_6_8,33,9/26/2021,71
1_5_6_8,32,10/3/2021,88
1_5_6_8,31,10/10/2021,95
1_5_6_8,30,10/17/2021,84
1_5_6_8,29,10/24/2021,83
1_5_6_8,28,10/31/2021,71
1_5_6_8,27,11/7/2021,65
1_5_6_8,26,11/14/2021,86
1_5_6_8,25,11/21/2021,71
1_5_6_8,24,11/28/2021,72
1_5_6_8,23,12/5/2021,82
1_5_6_8,22,12/12/2021,94
1_5_6_8,21,12/19/2021,100
1_5_6_8,20,12/26/2021,116
1_5_6_8,19,1/2/2022,108
1_5_6_8,18,1/9/2022,90
1_5_6_8,17,1/16/2022,74
1_5_6_8,16,1/23/2022,56
1_5_6_8,15,1/30/2022,49
1_5_6_8,14,2/6/2022,44
1_5_6_8,13,2/13/2022,60
1_5_6_8,12,2/20/2022,80
1_5_6_8,11,2/27/2022,66
1_5_6_8,10,3/6/2022,85
1_5_6_8,9,3/13/2022,86
1_5_6_8,8,3/20/2022,91
1_5_6_8,7,3/27/2022,100
1_5_6_8,6,4/3/2022,114
1_5_6_8,5,4/10/2022,151
1_5_6_8,4,4/17/2022,166
1_5_6_8,3,4/24/2022,102
1_5_6_8,2,5/1/2022,144
1_5_6_8,1,5/8/2022,132
1_6_1_14,157,5/12/2019,75
1_6_1_14,156,5/19/2019,108
1_6_1_14,155,5/26/2019,73
1_6_1_14,154,6/2/2019,90
1_6_1_14,153,6/9/2019,83
1_6_1_14,152,6/16/2019,106
1_6_1_14,151,6/23/2019,119
1_6_1_14,150,6/30/2019,129
1_6_1_14,149,7/7/2019,93
1_6_1_14,148,7/14/2019,137
1_6_1_14,147,7/21/2019,127
1_6_1_14,146,7/28/2019,148
1_6_1_14,145,8/4/2019,122
1_6_1_14,144,8/11/2019,164
1_6_1_14,143,8/18/2019,179
1_6_1_14,142,8/25/2019,134
1_6_1_14,141,9/1/2019,136
1_6_1_14,140,9/8/2019,129
1_6_1_14,139,9/15/2019,122
1_6_1_14,138,9/22/2019,120
1_6_1_14,137,9/29/2019,157
1_6_1_14,136,10/6/2019,161
1_6_1_14,135,10/13/2019,165
1_6_1_14,134,10/20/2019,133
1_6_1_14,133,10/27/2019,127
1_6_1_14,132,11/3/2019,119
1_6_1_14,131,11/10/2019,156
1_6_1_14,130,11/17/2019,151
1_6_1_14,129,11/24/2019,125
1_6_1_14,128,12/1/2019,171
1_6_1_14,127,12/8/2019,201
1_6_1_14,126,12/15/2019,246
1_6_1_14,125,12/22/2019,257
1_6_1_14,124,12/29/2019,169
1_6_1_14,123,1/5/2020,157
1_6_1_14,122,1/12/2020,108
1_6_1_14,121,1/19/2020,82
1_6_1_14,120,1/26/2020,118
1_6_1_14,119,2/2/2020,111
1_6_1_14,118,2/9/2020,95
1_6_1_14,117,2/16/2020,112
1_6_1_14,116,2/23/2020,86
1_6_1_14,115,3/1/2020,90
1_6_1_14,114,3/8/2020,89
1_6_1_14,113,3/15/2020,74
1_6_1_14,112,3/22/2020,39
1_6_1_14,111,3/29/2020,18
1_6_1_14,107,4/26/2020,4
1_6_1_14,106,5/3/2020,17
1_6_1_14,105,5/10/2020,11
1_6_1_14,104,5/17/2020,14
1_6_1_14,103,5/24/2020,12
1_6_1_14,102,5/31/2020,50
1_6_1_14,101,6/7/2020,47
1_6_1_14,100,6/14/2020,90
1_6_1_14,99,6/21/2020,127
1_6_1_14,98,6/28/2020,123
1_6_1_14,97,7/5/2020,107
1_6_1_14,96,7/12/2020,101
1_6_1_14,95,7/19/2020,129
1_6_1_14,94,7/26/2020,77
1_6_1_14,93,8/2/2020,91
1_6_1_14,92,8/9/2020,100
1_6_1_14,91,8/16/2020,58
1_6_1_14,90,8/23/2020,61
1_6_1_14,89,8/30/2020,70
1_6_1_14,88,9/6/2020,76
1_6_1_14,87,9/13/2020,61
1_6_1_14,86,9/20/2020,58
1_6_1_14,85,9/27/2020,81
1_6_1_14,84,10/4/2020,70
1_6_1_14,83,10/11/2020,65
1_6_1_14,82,10/18/2020,61
1_6_1_14,81,10/25/2020,52
1_6_1_14,80,11/1/2020,70
1_6_1_14,79,11/8/2020,66
1_6_1_14,78,11/15/2020,68
1_6_1_14,77,11/22/2020,48
1_6_1_14,76,11/29/2020,57
1_6_1_14,75,12/6/2020,66
1_6_1_14,74,12/13/2020,108
1_6_1_14,73,12/20/2020,73
1_6_1_14,72,12/27/2020,83
1_6_1_14,71,1/3/2021,69
1_6_1_14,70,1/10/2021,31
1_6_1_14,69,1/17/2021,25
1_6_1_14,68,1/24/2021,24
1_6_1_14,67,1/31/2021,49
1_6_1_14,66,2/7/2021,51
1_6_1_14,65,2/14/2021,49
1_6_1_14,64,2/21/2021,51
1_6_1_14,63,2/28/2021,74
1_6_1_14,62,3/7/2021,63
1_6_1_14,61,3/14/2021,46
1_6_1_14,60,3/21/2021,53
1_6_1_14,59,3/28/2021,41
1_6_1_14,58,4/4/2021,52
1_6_1_14,57,4/11/2021,45
1_6_1_14,56,4/18/2021,53
1_6_1_14,55,4/25/2021,62
1_6_1_14,54,5/2/2021,102
1_6_1_14,53,5/9/2021,113
1_6_1_14,52,5/16/2021,89
1_6_1_14,51,5/23/2021,53
1_6_1_14,50,5/30/2021,73
1_6_1_14,49,6/6/2021,78
1_6_1_14,48,6/13/2021,56
1_6_1_14,47,6/20/2021,67
1_6_1_14,46,6/27/2021,102
1_6_1_14,45,7/4/2021,117
1_6_1_14,44,7/11/2021,135
1_6_1_14,43,7/18/2021,112
1_6_1_14,42,7/25/2021,123
1_6_1_14,41,8/1/2021,134
1_6_1_14,40,8/8/2021,145
1_6_1_14,39,8/15/2021,134
1_6_1_14,38,8/22/2021,116
1_6_1_14,37,8/29/2021,98
1_6_1_14,36,9/5/2021,113
1_6_1_14,35,9/12/2021,113
1_6_1_14,34,9/19/2021,101
1_6_1_14,33,9/26/2021,103
1_6_1_14,32,10/3/2021,104
1_6_1_14,31,10/10/2021,96
1_6_1_14,30,10/17/2021,105
1_6_1_14,29,10/24/2021,100
1_6_1_14,28,10/31/2021,114
1_6_1_14,27,11/7/2021,105
1_6_1_14,26,11/14/2021,128
1_6_1_14,25,11/21/2021,107
1_6_1_14,24,11/28/2021,141
1_6_1_14,23,12/5/2021,211
1_6_1_14,22,12/12/2021,194
1_6_1_14,21,12/19/2021,266
1_6_1_14,20,12/26/2021,196
1_6_1_14,19,1/2/2022,186
1_6_1_14,18,1/9/2022,106
1_6_1_14,17,1/16/2022,77
1_6_1_14,16,1/23/2022,92
1_6_1_14,15,1/30/2022,107
1_6_1_14,14,2/6/2022,95
1_6_1_14,13,2/13/2022,108
1_6_1_14,12,2/20/2022,115
1_6_1_14,11,2/27/2022,105
1_6_1_14,10,3/6/2022,126
1_6_1_14,9,3/13/2022,120
1_6_1_14,8,3/20/2022,102
1_6_1_14,7,3/27/2022,112
1_6_1_14,6,4/3/2022,121
1_6_1_14,5,4/10/2022,143
1_6_1_14,4,4/17/2022,135
1_6_1_14,3,4/24/2022,131
1_6_1_14,2,5/1/2022,158
1_6_1_14,1,5/8/2022,230
1_6_1_31,157,5/12/2019,98
1_6_1_31,156,5/19/2019,198
1_6_1_31,155,5/26/2019,152
1_6_1_31,154,6/2/2019,163
1_6_1_31,153,6/9/2019,150
1_6_1_31,152,6/16/2019,187
1_6_1_31,151,6/23/2019,168
1_6_1_31,150,6/30/2019,191
1_6_1_31,149,7/7/2019,138
1_6_1_31,148,7/14/2019,166
1_6_1_31,147,7/21/2019,185
1_6_1_31,146,7/28/2019,181
1_6_1_31,145,8/4/2019,180
1_6_1_31,144,8/11/2019,221
1_6_1_31,143,8/18/2019,251
1_6_1_31,142,8/25/2019,195
1_6_1_31,141,9/1/2019,134
1_6_1_31,140,9/8/2019,154
1_6_1_31,139,9/15/2019,152
1_6_1_31,138,9/22/2019,165
1_6_1_31,137,9/29/2019,153
1_6_1_31,136,10/6/2019,133
1_6_1_31,135,10/13/2019,145
1_6_1_31,134,10/20/2019,149
1_6_1_31,133,10/27/2019,144
1_6_1_31,132,11/3/2019,144
1_6_1_31,131,11/10/2019,160
1_6_1_31,130,11/17/2019,213
1_6_1_31,129,11/24/2019,146
1_6_1_31,128,12/1/2019,188
1_6_1_31,127,12/8/2019,181
1_6_1_31,126,12/15/2019,213
1_6_1_31,125,12/22/2019,232
1_6_1_31,124,12/29/2019,163
1_6_1_31,123,1/5/2020,181
1_6_1_31,122,1/12/2020,123
1_6_1_31,121,1/19/2020,87
1_6_1_31,120,1/26/2020,113
1_6_1_31,119,2/2/2020,96
1_6_1_31,118,2/9/2020,115
1_6_1_31,117,2/16/2020,128
1_6_1_31,116,2/23/2020,115
1_6_1_31,115,3/1/2020,120
1_6_1_31,114,3/8/2020,132
1_6_1_31,113,3/15/2020,106
1_6_1_31,112,3/22/2020,45
1_6_1_31,111,3/29/2020,34
1_6_1_31,102,5/31/2020,42
1_6_1_31,101,6/7/2020,33
1_6_1_31,100,6/14/2020,87
1_6_1_31,99,6/21/2020,114
1_6_1_31,98,6/28/2020,129
1_6_1_31,97,7/5/2020,121
1_6_1_31,96,7/12/2020,94
1_6_1_31,95,7/19/2020,130
1_6_1_31,94,7/26/2020,129
1_6_1_31,93,8/2/2020,98
1_6_1_31,92,8/9/2020,79
1_6_1_31,91,8/16/2020,104
1_6_1_31,90,8/23/2020,75
1_6_1_31,89,8/30/2020,78
1_6_1_31,88,9/6/2020,77
1_6_1_31,87,9/13/2020,115
1_6_1_31,86,9/20/2020,98
1_6_1_31,85,9/27/2020,120
1_6_1_31,84,10/4/2020,122
1_6_1_31,83,10/11/2020,97
1_6_1_31,82,10/18/2020,90
1_6_1_31,81,10/25/2020,96
1_6_1_31,80,11/1/2020,97
1_6_1_31,79,11/8/2020,70
1_6_1_31,78,11/15/2020,66
1_6_1_31,77,11/22/2020,47
1_6_1_31,76,11/29/2020,84
1_6_1_31,75,12/6/2020,139
1_6_1_31,74,12/13/2020,173
1_6_1_31,73,12/20/2020,161
1_6_1_31,72,12/27/2020,109
1_6_1_31,71,1/3/2021,122
1_6_1_31,70,1/10/2021,83
1_6_1_31,69,1/17/2021,46
1_6_1_31,68,1/24/2021,57
1_6_1_31,67,1/31/2021,70
1_6_1_31,66,2/7/2021,68
1_6_1_31,65,2/14/2021,62
1_6_1_31,64,2/21/2021,96
1_6_1_31,63,2/28/2021,120
1_6_1_31,62,3/7/2021,84
1_6_1_31,61,3/14/2021,85
1_6_1_31,60,3/21/2021,84
1_6_1_31,59,3/28/2021,71
1_6_1_31,58,4/4/2021,110
1_6_1_31,57,4/11/2021,100
1_6_1_31,56,4/18/2021,85
1_6_1_31,55,4/25/2021,97
1_6_1_31,54,5/2/2021,133
1_6_1_31,53,5/9/2021,119
1_6_1_31,52,5/16/2021,91
1_6_1_31,51,5/23/2021,127
1_6_1_31,50,5/30/2021,97
1_6_1_31,49,6/6/2021,113
1_6_1_31,48,6/13/2021,110
1_6_1_31,47,6/20/2021,100
1_6_1_31,46,6/27/2021,102
1_6_1_31,45,7/4/2021,125
1_6_1_31,44,7/11/2021,120
1_6_1_31,43,7/18/2021,63
1_6_1_31,42,7/25/2021,80
1_6_1_31,41,8/1/2021,88
1_6_1_31,40,8/8/2021,85
1_6_1_31,39,8/15/2021,81
1_6_1_31,38,8/22/2021,88
1_6_1_31,37,8/29/2021,70
1_6_1_31,36,9/5/2021,62
1_6_1_31,35,9/12/2021,101
1_6_1_31,34,9/19/2021,94
1_6_1_31,33,9/26/2021,107
1_6_1_31,32,10/3/2021,93
1_6_1_31,31,10/10/2021,83
1_6_1_31,30,10/17/2021,82
1_6_1_31,29,10/24/2021,88
1_6_1_31,28,10/31/2021,109
1_6_1_31,27,11/7/2021,95
1_6_1_31,26,11/14/2021,98
1_6_1_31,25,11/21/2021,103
1_6_1_31,24,11/28/2021,101
1_6_1_31,23,12/5/2021,121
1_6_1_31,22,12/12/2021,180
1_6_1_31,21,12/19/2021,213
1_6_1_31,20,12/26/2021,118
1_6_1_31,19,1/2/2022,175
1_6_1_31,18,1/9/2022,104
1_6_1_31,17,1/16/2022,60
1_6_1_31,16,1/23/2022,59
1_6_1_31,15,1/30/2022,78
1_6_1_31,14,2/6/2022,73
1_6_1_31,13,2/13/2022,95
1_6_1_31,12,2/20/2022,108
1_6_1_31,11,2/27/2022,99
1_6_1_31,10,3/6/2022,99
1_6_1_31,9,3/13/2022,119
1_6_1_31,8,3/20/2022,116
1_6_1_31,7,3/27/2022,119
1_6_1_31,6,4/3/2022,128
1_6_1_31,5,4/10/2022,103
1_6_1_31,4,4/17/2022,137
1_6_1_31,3,4/24/2022,142
1_6_1_31,2,5/1/2022,128
1_6_1_31,1,5/8/2022,107
1_6_1_8,157,5/12/2019,1169
1_6_1_8,156,5/19/2019,1763
1_6_1_8,155,5/26/2019,1395
1_6_1_8,154,6/2/2019,1327
1_6_1_8,153,6/9/2019,1529
1_6_1_8,152,6/16/2019,1653
1_6_1_8,151,6/23/2019,1612
1_6_1_8,150,6/30/2019,1663
1_6_1_8,149,7/7/2019,1384
1_6_1_8,148,7/14/2019,1627
1_6_1_8,147,7/21/2019,1728
1_6_1_8,146,7/28/2019,1866
1_6_1_8,145,8/4/2019,1926
1_6_1_8,144,8/11/2019,2351
1_6_1_8,143,8/18/2019,2863
1_6_1_8,142,8/25/2019,2083
1_6_1_8,141,9/1/2019,1703
1_6_1_8,140,9/8/2019,1612
1_6_1_8,139,9/15/2019,1560
1_6_1_8,138,9/22/2019,1514
1_6_1_8,137,9/29/2019,1431
1_6_1_8,136,10/6/2019,1444
1_6_1_8,135,10/13/2019,1565
1_6_1_8,134,10/20/2019,1445
1_6_1_8,133,10/27/2019,1411
1_6_1_8,132,11/3/2019,1547
1_6_1_8,131,11/10/2019,1802
1_6_1_8,130,11/17/2019,2012
1_6_1_8,129,11/24/2019,1560
1_6_1_8,128,12/1/2019,1960
1_6_1_8,127,12/8/2019,2278
1_6_1_8,126,12/15/2019,2596
1_6_1_8,125,12/22/2019,2779
1_6_1_8,124,12/29/2019,2034
1_6_1_8,123,1/5/2020,1905
1_6_1_8,122,1/12/2020,1252
1_6_1_8,121,1/19/2020,1098
1_6_1_8,120,1/26/2020,1249
1_6_1_8,119,2/2/2020,1225
1_6_1_8,118,2/9/2020,1311
1_6_1_8,117,2/16/2020,1305
1_6_1_8,116,2/23/2020,1226
1_6_1_8,115,3/1/2020,1380
1_6_1_8,114,3/8/2020,1514
1_6_1_8,113,3/15/2020,1187
1_6_1_8,112,3/22/2020,589
1_6_1_8,111,3/29/2020,286
1_6_1_8,108,4/19/2020,9
1_6_1_8,107,4/26/2020,31
1_6_1_8,106,5/3/2020,104
1_6_1_8,105,5/10/2020,107
1_6_1_8,104,5/17/2020,123
1_6_1_8,103,5/24/2020,133
1_6_1_8,102,5/31/2020,516
1_6_1_8,101,6/7/2020,558
1_6_1_8,100,6/14/2020,1239
1_6_1_8,99,6/21/2020,1562
1_6_1_8,98,6/28/2020,1559
1_6_1_8,97,7/5/2020,1447
1_6_1_8,96,7/12/2020,1335
1_6_1_8,95,7/19/2020,1363
1_6_1_8,94,7/26/2020,1156
1_6_1_8,93,8/2/2020,1126
1_6_1_8,92,8/9/2020,1118
1_6_1_8,91,8/16/2020,974
1_6_1_8,90,8/23/2020,1007
1_6_1_8,89,8/30/2020,1055
1_6_1_8,88,9/6/2020,1064
1_6_1_8,87,9/13/2020,1140
1_6_1_8,86,9/20/2020,1055
1_6_1_8,85,9/27/2020,1100
1_6_1_8,84,10/4/2020,1077
1_6_1_8,83,10/11/2020,1093
1_6_1_8,82,10/18/2020,1063
1_6_1_8,81,10/25/2020,1090
1_6_1_8,80,11/1/2020,1003
1_6_1_8,79,11/8/2020,1198
1_6_1_8,78,11/15/2020,1153
1_6_1_8,77,11/22/2020,848
1_6_1_8,76,11/29/2020,1174
1_6_1_8,75,12/6/2020,1469
1_6_1_8,74,12/13/2020,1867
1_6_1_8,73,12/20/2020,1675
1_6_1_8,72,12/27/2020,1244
1_6_1_8,71,1/3/2021,1213
1_6_1_8,70,1/10/2021,793
1_6_1_8,69,1/17/2021,476
1_6_1_8,68,1/24/2021,656
1_6_1_8,67,1/31/2021,777
1_6_1_8,66,2/7/2021,790
1_6_1_8,65,2/14/2021,900
1_6_1_8,64,2/21/2021,1043
1_6_1_8,63,2/28/2021,1032
1_6_1_8,62,3/7/2021,962
1_6_1_8,61,3/14/2021,1013
1_6_1_8,60,3/21/2021,1020
1_6_1_8,59,3/28/2021,948
1_6_1_8,58,4/4/2021,1025
1_6_1_8,57,4/11/2021,944
1_6_1_8,56,4/18/2021,926
1_6_1_8,55,4/25/2021,1032
1_6_1_8,54,5/2/2021,1146
1_6_1_8,53,5/9/2021,1388
1_6_1_8,52,5/16/2021,1142
1_6_1_8,51,5/23/2021,942
1_6_1_8,50,5/30/2021,1016
1_6_1_8,49,6/6/2021,968
1_6_1_8,48,6/13/2021,979
1_6_1_8,47,6/20/2021,944
1_6_1_8,46,6/27/2021,1030
1_6_1_8,45,7/4/2021,1069
1_6_1_8,44,7/11/2021,1176
1_6_1_8,43,7/18/2021,1156
1_6_1_8,42,7/25/2021,1028
1_6_1_8,41,8/1/2021,1005
1_6_1_8,40,8/8/2021,1011
1_6_1_8,39,8/15/2021,968
1_6_1_8,38,8/22/2021,1127
1_6_1_8,37,8/29/2021,1126
1_6_1_8,36,9/5/2021,1128
1_6_1_8,35,9/12/2021,1144
1_6_1_8,34,9/19/2021,1194
1_6_1_8,33,9/26/2021,1062
1_6_1_8,32,10/3/2021,1103
1_6_1_8,31,10/10/2021,1031
1_6_1_8,30,10/17/2021,1079
1_6_1_8,29,10/24/2021,1066
1_6_1_8,28,10/31/2021,1165
1_6_1_8,27,11/7/2021,1135
1_6_1_8,26,11/14/2021,1253
1_6_1_8,25,11/21/2021,1080
1_6_1_8,24,11/28/2021,1252
1_6_1_8,23,12/5/2021,1641
1_6_1_8,22,12/12/2021,1864
1_6_1_8,21,12/19/2021,2454
1_6_1_8,20,12/26/2021,1698
1_6_1_8,19,1/2/2022,1679
1_6_1_8,18,1/9/2022,849
1_6_1_8,17,1/16/2022,726
1_6_1_8,16,1/23/2022,811
1_6_1_8,15,1/30/2022,995
1_6_1_8,14,2/6/2022,1130
1_6_1_8,13,2/13/2022,1169
1_6_1_8,12,2/20/2022,1248
1_6_1_8,11,2/27/2022,1202
1_6_1_8,10,3/6/2022,1312
1_6_1_8,9,3/13/2022,1284
1_6_1_8,8,3/20/2022,1266
1_6_1_8,7,3/27/2022,1203
1_6_1_8,6,4/3/2022,1115
1_6_1_8,5,4/10/2022,1086
1_6_1_8,4,4/17/2022,1283
1_6_1_8,3,4/24/2022,1207
1_6_1_8,2,5/1/2022,1273
1_6_1_8,1,5/8/2022,1267
1_6_2_14,157,5/12/2019,39
1_6_2_14,156,5/19/2019,40
1_6_2_14,155,5/26/2019,44
1_6_2_14,154,6/2/2019,37
1_6_2_14,153,6/9/2019,26
1_6_2_14,152,6/16/2019,20
1_6_2_14,151,6/23/2019,24
1_6_2_14,150,6/30/2019,31
1_6_2_14,149,7/7/2019,20
1_6_2_14,148,7/14/2019,31
1_6_2_14,147,7/21/2019,31
1_6_2_14,146,7/28/2019,39
1_6_2_14,145,8/4/2019,28
1_6_2_14,144,8/11/2019,27
1_6_2_14,143,8/18/2019,38
1_6_2_14,142,8/25/2019,24
1_6_2_14,141,9/1/2019,33
1_6_2_14,140,9/8/2019,18
1_6_2_14,139,9/15/2019,28
1_6_2_14,138,9/22/2019,28
1_6_2_14,137,9/29/2019,23
1_6_2_14,136,10/6/2019,19
1_6_2_14,135,10/13/2019,28
1_6_2_14,134,10/20/2019,20
1_6_2_14,133,10/27/2019,16
1_6_2_14,132,11/3/2019,16
1_6_2_14,131,11/10/2019,24
1_6_2_14,130,11/17/2019,30
1_6_2_14,129,11/24/2019,18
1_6_2_14,128,12/1/2019,38
1_6_2_14,127,12/8/2019,58
1_6_2_14,126,12/15/2019,92
1_6_2_14,125,12/22/2019,112
1_6_2_14,124,12/29/2019,72
1_6_2_14,123,1/5/2020,83
1_6_2_14,122,1/12/2020,60
1_6_2_14,121,1/19/2020,72
1_6_2_14,120,1/26/2020,65
1_6_2_14,119,2/2/2020,61
1_6_2_14,118,2/9/2020,76
1_6_2_14,117,2/16/2020,88
1_6_2_14,116,2/23/2020,63
1_6_2_14,115,3/1/2020,68
1_6_2_14,114,3/8/2020,75
1_6_2_14,113,3/15/2020,58
1_6_2_14,112,3/22/2020,32
1_6_2_14,111,3/29/2020,20
1_6_2_14,107,4/26/2020,5
1_6_2_14,106,5/3/2020,20
1_6_2_14,105,5/10/2020,12
1_6_2_14,104,5/17/2020,28
1_6_2_14,103,5/24/2020,21
1_6_2_14,102,5/31/2020,34
1_6_2_14,101,6/7/2020,59
1_6_2_14,100,6/14/2020,79
1_6_2_14,99,6/21/2020,98
1_6_2_14,98,6/28/2020,71
1_6_2_14,97,7/5/2020,80
1_6_2_14,96,7/12/2020,94
1_6_2_14,95,7/19/2020,91
1_6_2_14,94,7/26/2020,81
1_6_2_14,93,8/2/2020,99
1_6_2_14,92,8/9/2020,81
1_6_2_14,91,8/16/2020,137
1_6_2_14,90,8/23/2020,109
1_6_2_14,89,8/30/2020,102
1_6_2_14,88,9/6/2020,107
1_6_2_14,87,9/13/2020,102
1_6_2_14,86,9/20/2020,93
1_6_2_14,85,9/27/2020,86
1_6_2_14,84,10/4/2020,103
1_6_2_14,83,10/11/2020,100
1_6_2_14,82,10/18/2020,90
1_6_2_14,81,10/25/2020,92
1_6_2_14,80,11/1/2020,121
1_6_2_14,79,11/8/2020,121
1_6_2_14,78,11/15/2020,100
1_6_2_14,77,11/22/2020,85
1_6_2_14,76,11/29/2020,88
1_6_2_14,75,12/6/2020,145
1_6_2_14,74,12/13/2020,142
1_6_2_14,73,12/20/2020,126
1_6_2_14,72,12/27/2020,118
1_6_2_14,71,1/3/2021,119
1_6_2_14,70,1/10/2021,80
1_6_2_14,69,1/17/2021,38
1_6_2_14,68,1/24/2021,91
1_6_2_14,67,1/31/2021,99
1_6_2_14,66,2/7/2021,101
1_6_2_14,65,2/14/2021,103
1_6_2_14,64,2/21/2021,109
1_6_2_14,63,2/28/2021,141
1_6_2_14,62,3/7/2021,115
1_6_2_14,61,3/14/2021,105
1_6_2_14,60,3/21/2021,109
1_6_2_14,59,3/28/2021,106
1_6_2_14,58,4/4/2021,107
1_6_2_14,57,4/11/2021,90
1_6_2_14,56,4/18/2021,89
1_6_2_14,55,4/25/2021,93
1_6_2_14,54,5/2/2021,144
1_6_2_14,53,5/9/2021,114
1_6_2_14,52,5/16/2021,72
1_6_2_14,51,5/23/2021,70
1_6_2_14,50,5/30/2021,68
1_6_2_14,49,6/6/2021,55
1_6_2_14,48,6/13/2021,81
1_6_2_14,47,6/20/2021,68
1_6_2_14,46,6/27/2021,65
1_6_2_14,45,7/4/2021,57
1_6_2_14,44,7/11/2021,94
1_6_2_14,43,7/18/2021,93
1_6_2_14,42,7/25/2021,79
1_6_2_14,41,8/1/2021,82
1_6_2_14,40,8/8/2021,92
1_6_2_14,39,8/15/2021,84
1_6_2_14,38,8/22/2021,96
1_6_2_14,37,8/29/2021,80
1_6_2_14,36,9/5/2021,87
1_6_2_14,35,9/12/2021,102
1_6_2_14,34,9/19/2021,101
1_6_2_14,33,9/26/2021,100
1_6_2_14,32,10/3/2021,88
1_6_2_14,31,10/10/2021,108
1_6_2_14,30,10/17/2021,95
1_6_2_14,29,10/24/2021,85
1_6_2_14,28,10/31/2021,90
1_6_2_14,27,11/7/2021,102
1_6_2_14,26,11/14/2021,130
1_6_2_14,25,11/21/2021,100
1_6_2_14,24,11/28/2021,98
1_6_2_14,23,12/5/2021,131
1_6_2_14,22,12/12/2021,164
1_6_2_14,21,12/19/2021,251
1_6_2_14,20,12/26/2021,177
1_6_2_14,19,1/2/2022,218
1_6_2_14,18,1/9/2022,121
1_6_2_14,17,1/16/2022,122
1_6_2_14,16,1/23/2022,106
1_6_2_14,15,1/30/2022,113
1_6_2_14,14,2/6/2022,116
1_6_2_14,13,2/13/2022,134
1_6_2_14,12,2/20/2022,142
1_6_2_14,11,2/27/2022,151
1_6_2_14,10,3/6/2022,152
1_6_2_14,9,3/13/2022,166
1_6_2_14,8,3/20/2022,157
1_6_2_14,7,3/27/2022,145
1_6_2_14,6,4/3/2022,131
1_6_2_14,5,4/10/2022,114
1_6_2_14,4,4/17/2022,154
1_6_2_14,3,4/24/2022,135
1_6_2_14,2,5/1/2022,125
1_6_2_14,1,5/8/2022,130
1_6_2_8,157,5/12/2019,628
1_6_2_8,156,5/19/2019,881
1_6_2_8,155,5/26/2019,686
1_6_2_8,154,6/2/2019,623
1_6_2_8,153,6/9/2019,686
1_6_2_8,152,6/16/2019,785
1_6_2_8,151,6/23/2019,729
1_6_2_8,150,6/30/2019,805
